serial_no,alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
800,d10ffb84-35be-475a-a102-de443a09470f,1924fade-d50e-4813-8141-ef6e137388b7,EMP000800,Business Analyst,1.4,Early,"Git, CI/CD, Microservices","SIEM, SOC",None,Published Paper,1,1,1,06/15/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/nicholas-dorsey-800,https://github.com/ndorsey800,2025-10-25 05:48:41
801,e299280c-4611-4d92-914b-d030578aa631,b96b4d51-5e7e-4cc4-9713-7d47bc508075,EMP000801,Business Analyst,6.4,Senior,"ETL, Databases, Cloud","Communication, Teamwork",AWS CCP,Volunteer Lead,1,0,1,02/12/2025,Public,Phone,America/Chicago,https://portfolio.example.com/robert-martinez-801,https://github.com/rmartinez801,2025-10-25 05:48:41
802,7d2c4c55-0836-435b-aa29-8a06c859dd77,5c7fcdf3-d3b1-48ce-a3a8-3741d615f217,EMP000802,Cloud Engineer,4.1,Mid,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,0,1,1,02/12/2025,SLU-only,Phone,America/New_York,https://portfolio.example.com/gina-jones-802,https://github.com/gjones802,2025-10-25 05:48:41
803,112250a5-c438-4dd3-ab92-750d1d219591,12e70426-7660-4801-9cdc-5350387c80cd,EMP000803,Cloud Engineer,7.6,Senior,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",PMP,Volunteer Lead,1,1,1,03/15/2024,Private,Email,America/New_York,https://portfolio.example.com/lawrence-proctor-803,https://github.com/lproctor803,2025-10-25 05:48:41
804,63d2c2eb-51a9-4963-9763-0ed6ad819834,dd946867-6fc5-4c4d-a3d2-c077d3f07597,EMP000804,ML Engineer,2.7,Mid,"Git, CI/CD, Microservices","Communication, Teamwork",None,Published Paper,0,0,0,02/12/2023,Private,Phone,America/New_York,https://portfolio.example.com/stephanie-johnson-804,https://github.com/sjohnson804,2025-10-25 05:48:41
805,08856082-cff0-41d8-9569-a87262fcf8bd,351e3186-a038-47ef-84fa-f9e04b75878a,EMP000805,Cloud Engineer,5.7,Senior,"Java, Algorithms, Data Structures","ML, DL, MLOps",Azure Fundamentals,Capstone Award,1,0,0,12/14/2025,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/anthony-thomas-805,https://github.com/athomas805,2025-10-25 05:48:41
806,4fc63926-17eb-4eaa-9ea3-f631e5255594,77e8a72e-b918-49f5-9045-2fdbe2866bfd,EMP000806,Software Engineer,3.1,Mid,"ETL, Databases, Cloud","Communication, Teamwork",None,Published Paper,0,1,0,12/31/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/dennis-boyd-806,https://github.com/dboyd806,2025-10-25 05:48:41
807,4c05bfce-057d-4d4e-8532-0af72fe09e0c,48002fa4-bdab-44e3-944e-10ddcc8a69a1,EMP000807,Business Analyst,7.7,Senior,"Python, SQL, Statistics","SIEM, SOC",None,Volunteer Lead,0,1,0,12/15/2025,SLU-only,Email,America/New_York,https://portfolio.example.com/teresa-mccoy-807,https://github.com/tmccoy807,2025-10-25 05:48:41
808,38af1ecc-9494-4654-b4d7-de7551771ea5,a9652c27-9c6d-4f4e-b584-79099977c480,EMP000808,Data Engineer,0.5,Early,"Power BI, Excel, Storytelling","AWS, Azure, GCP",Azure Fundamentals,Dean's List,0,0,0,01/14/2026,Private,Phone,America/New_York,https://portfolio.example.com/nicholas-lewis-808,https://github.com/nlewis808,2025-10-25 05:48:41
809,c618f144-96c1-411f-946c-429ce6bf5deb,631a2b1c-c15a-4138-b703-829861e399ee,EMP000809,Associate Consultant,8.2,Senior,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",PMP,Volunteer Lead,0,1,0,03/15/2024,Public,Email,America/Los_Angeles,https://portfolio.example.com/andrea-anderson-809,https://github.com/aanderson809,2025-10-25 05:48:41
810,ce3bf49f-3664-4b30-ba4b-02db719a140e,e4a1d06c-9a42-45eb-920f-d8a16d3a0520,EMP000810,Security Analyst,3.7,Mid,"Network Security, Splunk, IAM","Communication, Teamwork",None,Capstone Award,1,0,0,05/15/2024,SLU-only,Email,America/New_York,https://portfolio.example.com/christopher-foster-810,https://github.com/cfoster810,2025-10-25 05:48:41
811,5f5234d6-7d8a-446d-a49c-c9ce482d3665,7ff0bf00-6dbe-4bf0-a0e4-ff479eb948b3,EMP000811,QA Engineer,4.3,Mid,"Java, Algorithms, Data Structures","ML, DL, MLOps",PMP,Hackathon Winner,0,1,1,12/31/2026,SLU-only,Phone,America/Chicago,https://portfolio.example.com/alison-lopez-811,https://github.com/alopez811,2025-10-25 05:48:41
812,b7786add-73f4-400e-bd66-0c908780a42e,334f2d94-37da-4178-beab-bd5ddab2f076,EMP000812,Associate Consultant,5.1,Senior,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",AWS CCP,Volunteer Lead,1,1,0,12/31/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/jacob-clark-812,https://github.com/jclark812,2025-10-25 05:48:41
813,504ba2a9-783b-418c-a1c8-360de39977d2,146598a8-63de-4803-bb26-89b928930d09,EMP000813,QA Engineer,11.3,Lead,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Azure Fundamentals,Volunteer Lead,0,0,1,11/14/2026,SLU-only,Email,America/New_York,https://portfolio.example.com/jacob-hernandez-813,https://github.com/jhernandez813,2025-10-25 05:48:41
814,c19f4f3e-1336-4292-9271-09422aca3fac,843b8026-54f1-4367-9d23-42c63ab8e3ca,EMP000814,Data Analyst,5.5,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",PMP,Published Paper,0,1,0,04/15/2023,Private,Email,America/New_York,https://portfolio.example.com/kenneth-palmer-814,https://github.com/kpalmer814,2025-10-25 05:48:41
815,add1a79c-b69e-4a5f-83f8-12440b2dab73,596e2722-05cb-43ec-bbf7-0f9a8dca1390,EMP000815,QA Engineer,3.3,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",Azure Fundamentals,Capstone Award,0,1,0,09/15/2022,Private,LinkedIn,America/Chicago,https://portfolio.example.com/christopher-brown-815,https://github.com/cbrown815,2025-10-25 05:48:41
816,6e4f6c99-b42b-4c92-b711-07fed32c1879,bd247ce6-8e77-4c6a-a980-c6c537db9b9e,EMP000816,Business Analyst,0.6,Early,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",None,Volunteer Lead,1,0,1,08/14/2024,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/timothy-mcmahon-816,https://github.com/tmcmahon816,2025-10-25 05:48:41
817,a77497da-8031-43c4-b718-949dc50edb88,e40defc8-3c15-4ef4-b71e-a7be5f944c89,EMP000817,QA Engineer,0.5,Early,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",None,Capstone Award,0,0,1,09/14/2024,Private,Phone,America/Chicago,https://portfolio.example.com/joseph-collier-817,https://github.com/jcollier817,2025-10-25 05:48:41
818,e6938f9f-43b2-4326-9f7a-179729e7b2a4,94d0373d-1ad1-4e87-a91c-e723ded3c0fc,EMP000818,Software Engineer,7.6,Senior,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Volunteer Lead,0,1,0,12/14/2023,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/william-smith-818,https://github.com/wsmith818,2025-10-25 05:48:41
819,9c34a1bb-1ab0-465f-88b3-eed9da3350dc,ae5ab519-1a38-4d07-9885-b014d426f7cb,EMP000819,QA Engineer,10.5,Lead,"Python, SQL, Statistics","ML, DL, MLOps",PMP,Dean's List,0,1,1,02/14/2026,Public,Phone,America/New_York,https://portfolio.example.com/mike-levine-819,https://github.com/mlevine819,2025-10-25 05:48:41
820,77113a64-b3f6-434a-85d7-f4aaa45e5548,6ec72172-cfe3-4300-8b49-9a1b755ed67d,EMP000820,ML Engineer,2.2,Mid,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",None,Capstone Award,1,0,1,05/16/2022,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/brandy-ortiz-820,https://github.com/bortiz820,2025-10-25 05:48:41
821,5417ddf9-cf1e-449e-a9e0-5696c5e875b8,832e0d8b-23b6-42fa-8c68-eeca3aaef88d,EMP000821,Cloud Engineer,7.9,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Security+,Published Paper,1,1,0,12/31/2026,Private,Phone,America/Los_Angeles,https://portfolio.example.com/franklin-williams-821,https://github.com/fwilliams821,2025-10-25 05:48:41
822,6cac6203-5930-4aca-971a-b8d94b755ac0,70421d44-2e75-4d1b-8881-ee4f52bc05d7,EMP000822,Business Analyst,10.1,Lead,"ETL, Databases, Cloud","AWS, Azure, GCP",Security+,Published Paper,0,1,1,08/14/2024,SLU-only,Email,America/New_York,https://portfolio.example.com/shannon-richardson-822,https://github.com/srichardson822,2025-10-25 05:48:41
823,e8744986-be53-4b3c-89d5-fefb4d58084f,22188b92-afec-4603-86b8-9fe9a2c53abd,EMP000823,ML Engineer,1.5,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Volunteer Lead,1,1,0,08/15/2026,Private,Email,America/Chicago,https://portfolio.example.com/trevor-diaz-823,https://github.com/tdiaz823,2025-10-25 05:48:41
824,fff48c08-9bdd-46d2-86dc-e2b0e97c684c,f546675c-db74-47bd-a32a-10ee195dbd74,EMP000824,Cloud Engineer,8.6,Senior,"Java, Algorithms, Data Structures","SIEM, SOC",None,Hackathon Winner,1,0,1,08/15/2025,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/courtney-wheeler-824,https://github.com/cwheeler824,2025-10-25 05:48:41
825,e4bdf677-872f-440e-9c26-afd3583f15f3,14f4f50b-bc44-4eb7-9c8c-c5ca86ad2698,EMP000825,Business Analyst,0.3,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Security+,Hackathon Winner,0,0,0,03/16/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/sally-jordan-825,https://github.com/sjordan825,2025-10-25 05:48:41
826,b06d9785-3c1a-44ce-9597-d813a23c1577,bfdd629a-dd15-4ddf-a339-7b2fa3b80806,EMP000826,Business Analyst,6.9,Senior,"Python, SQL, Statistics","Spark, Hadoop, PySpark",PMP,Dean's List,1,0,1,12/31/2026,Private,Phone,America/New_York,https://portfolio.example.com/juan-jimenez-826,https://github.com/jjimenez826,2025-10-25 05:48:41
827,89343534-6873-4763-925f-83bc900aa916,426d8b6a-0457-4402-a6be-1c10d6f67005,EMP000827,Data Analyst,7.7,Senior,"Python, SQL, Statistics","ML, DL, MLOps",Azure Fundamentals,Volunteer Lead,0,1,1,01/14/2025,Private,Email,America/New_York,https://portfolio.example.com/paul-pollard-827,https://github.com/ppollard827,2025-10-25 05:48:41
828,3fc74cf5-7daf-4ef8-b1e3-396b8a0655ac,4fb5395c-c978-4387-96ce-bfd551253b1c,EMP000828,Security Analyst,4.8,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",PMP,Hackathon Winner,1,0,0,03/15/2023,Private,Phone,America/Chicago,https://portfolio.example.com/emily-brooks-828,https://github.com/ebrooks828,2025-10-25 05:48:41
829,a0af684c-ed36-4464-8228-8fdca4ef56f6,e94929fa-07de-4bde-8796-f57e0f4f2d80,EMP000829,Cloud Engineer,11.9,Lead,"Java, Algorithms, Data Structures","AWS, Azure, GCP",AWS CCP,Volunteer Lead,1,1,1,10/14/2025,Public,Phone,America/Chicago,https://portfolio.example.com/lori-wood-829,https://github.com/lwood829,2025-10-25 05:48:41
830,fe0da756-d75c-4fe8-af53-925591e76295,233aa837-da28-4b45-9e54-a5a38b928d06,EMP000830,ML Engineer,9.9,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",None,Dean's List,0,0,0,12/13/2024,Private,LinkedIn,America/New_York,https://portfolio.example.com/douglas-chambers-830,https://github.com/dchambers830,2025-10-25 05:48:41
831,367b4a70-346e-4e37-a8a5-8efd90792a5b,250cb68d-254a-41dc-8b60-049beea581fa,EMP000831,Business Analyst,3.0,Mid,"Power BI, Excel, Storytelling","ML, DL, MLOps",None,Volunteer Lead,0,0,1,10/14/2022,Public,Email,America/Los_Angeles,https://portfolio.example.com/michael-rodgers-831,https://github.com/mrodgers831,2025-10-25 05:48:41
832,5f88bfc6-785c-4c40-b21e-22d7efe7adfd,3747ad4d-d4fb-4d89-9f3e-a8ae7347e647,EMP000832,Product Analyst,9.0,Senior,"Power BI, Excel, Storytelling","ML, DL, MLOps",Security+,Dean's List,1,0,1,12/14/2024,Public,Phone,America/Chicago,https://portfolio.example.com/nathan-smith-832,https://github.com/nsmith832,2025-10-25 05:48:41
833,03fe7c5f-1c9d-43d5-acbe-b60918239057,7b341773-5558-4c54-a653-7a8472ef57be,EMP000833,Business Analyst,5.0,Senior,"Python, SQL, Statistics","SIEM, SOC",Azure Fundamentals,Volunteer Lead,0,1,0,05/15/2023,Public,Email,America/Chicago,https://portfolio.example.com/nancy-martinez-833,https://github.com/nmartinez833,2025-10-25 05:48:41
834,ef13c715-3597-47a3-97af-bb2d6e49960a,12fe3d88-0152-4127-a159-47da985a918e,EMP000834,Associate Consultant,7.4,Senior,"Git, CI/CD, Microservices","ML, DL, MLOps",Security+,Dean's List,1,1,0,09/15/2022,Private,Email,America/Los_Angeles,https://portfolio.example.com/michael-castillo-834,https://github.com/mcastillo834,2025-10-25 05:48:41
835,e523f93c-ec90-4a56-922d-f85cf7214859,a98a158a-b047-4f72-806d-677a150d5178,EMP000835,Business Analyst,4.4,Mid,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Azure Fundamentals,Capstone Award,1,0,1,04/14/2023,Private,Email,America/New_York,https://portfolio.example.com/kelly-brown-835,https://github.com/kbrown835,2025-10-25 05:48:41
836,4fd397e3-d38c-45ee-8dd7-60743be18a11,4d671e9b-3548-4ebd-985e-4bbe09b602f1,EMP000836,Cloud Engineer,8.2,Senior,"ETL, Databases, Cloud","AWS, Azure, GCP",None,Capstone Award,0,1,0,10/15/2023,Private,Phone,America/Chicago,https://portfolio.example.com/patrick-esparza-836,https://github.com/pesparza836,2025-10-25 05:48:41
837,9900402e-be43-4430-aeb7-ec91b61bc955,207d52a1-86dc-41af-a777-6d2af785a50d,EMP000837,Cloud Engineer,3.4,Mid,"Git, CI/CD, Microservices","ML, DL, MLOps",PMP,Dean's List,0,1,1,05/14/2024,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/alexandria-barrett-837,https://github.com/abarrett837,2025-10-25 05:48:41
838,dddde3e3-287f-4773-bda4-7ac9d60f3134,b68f36c8-d0f1-461a-8712-05410eec90fb,EMP000838,Data Analyst,6.9,Senior,"Java, Algorithms, Data Structures","Communication, Teamwork",Security+,Capstone Award,1,1,0,08/15/2022,Public,Email,America/Chicago,https://portfolio.example.com/donald-higgins-838,https://github.com/dhiggins838,2025-10-25 05:48:41
839,02bfde38-eef9-4b2f-ab72-4c46a897d548,aea8a4d8-b201-48a7-b0ed-964a2dd23e9a,EMP000839,Product Analyst,3.4,Mid,"Power BI, Excel, Storytelling","Communication, Teamwork",Azure Fundamentals,Capstone Award,0,0,0,05/16/2026,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/pamela-moody-839,https://github.com/pmoody839,2025-10-25 05:48:41
840,45639ae1-7fd4-4eca-92b5-6ec488ac515d,97a61e4c-ea72-4d25-ad28-841676109c14,EMP000840,Data Engineer,8.0,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Published Paper,1,0,0,07/16/2025,Private,Email,America/Los_Angeles,https://portfolio.example.com/nicholas-jimenez-840,https://github.com/njimenez840,2025-10-25 05:48:41
841,94065873-285f-4ed9-a63d-60eac3cda51c,75c81b20-a834-446a-939c-a8fd67313062,EMP000841,Software Engineer,9.1,Senior,"Java, Algorithms, Data Structures","ML, DL, MLOps",Azure Fundamentals,Dean's List,0,1,1,07/15/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/kevin-riddle-841,https://github.com/kriddle841,2025-10-25 05:48:41
842,4565c8bb-e40b-4d8c-bdbb-c1b1c8144904,e886fb1e-cd3c-4e43-a0bf-05cacce2ee16,EMP000842,Product Analyst,1.5,Early,"Git, CI/CD, Microservices","Communication, Teamwork",AWS CCP,Published Paper,1,1,1,04/14/2023,Public,Phone,America/Chicago,https://portfolio.example.com/brett-chang-842,https://github.com/bchang842,2025-10-25 05:48:41
843,02f01176-19ff-49df-900d-88931fdbe8d2,6d7651e8-6179-43de-b4b3-9b8a9761bb65,EMP000843,Cloud Engineer,6.6,Senior,"Java, Algorithms, Data Structures","Communication, Teamwork",None,Volunteer Lead,0,1,0,10/14/2023,Private,Phone,America/New_York,https://portfolio.example.com/james-schaefer-843,https://github.com/jschaefer843,2025-10-25 05:48:41
844,7934a18b-1d1b-4b4c-b7eb-c3dc7f743995,12e7b4f6-ebd3-480b-8e7d-1610b7068b83,EMP000844,Data Analyst,1.4,Early,"Java, Algorithms, Data Structures","SIEM, SOC",None,Hackathon Winner,0,0,0,05/15/2026,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/michael-evans-844,https://github.com/mevans844,2025-10-25 05:48:41
845,4cfa287d-1e59-47e2-ad4c-315dd9e0a345,b4647a50-9bec-4d55-b0cd-45bc2ad6956c,EMP000845,ML Engineer,4.9,Mid,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Security+,Hackathon Winner,0,1,1,02/12/2025,Private,Phone,America/Chicago,https://portfolio.example.com/laura-wilson-845,https://github.com/lwilson845,2025-10-25 05:48:41
846,ffc9e9bc-8c13-4b71-9ce1-37ccbefbaef8,9236d673-a1b0-4b90-9515-4b0f1f50c917,EMP000846,Data Engineer,7.2,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",Security+,Capstone Award,0,1,1,05/16/2025,Public,LinkedIn,America/New_York,https://portfolio.example.com/samantha-garcia-846,https://github.com/sgarcia846,2025-10-25 05:48:41
847,4a2b2400-5f5b-439a-93ae-57c7fb505f33,d0b3a724-0ad5-4070-bc06-8c5db556ae51,EMP000847,Software Engineer,5.8,Senior,"Network Security, Splunk, IAM","Communication, Teamwork",None,Dean's List,0,1,1,03/14/2025,Public,Phone,America/Chicago,https://portfolio.example.com/melissa-wagner-847,https://github.com/mwagner847,2025-10-25 05:48:41
848,7221d892-e680-46b5-9e0a-973e13df79b0,bfc2389a-d1cc-446b-8a07-c07a6c6c4789,EMP000848,ML Engineer,0.8,Early,"Git, CI/CD, Microservices","Communication, Teamwork",Azure Fundamentals,Dean's List,1,0,1,01/13/2024,Private,Phone,America/New_York,https://portfolio.example.com/joshua-williams-848,https://github.com/jwilliams848,2025-10-25 05:48:41
849,525699e3-6965-4600-a896-3b7aca0a263f,465077f7-5bf7-4416-b417-3fc4b278636d,EMP000849,Data Analyst,11.8,Lead,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Volunteer Lead,1,1,0,02/12/2024,Public,Phone,America/New_York,https://portfolio.example.com/jessica-gonzales-849,https://github.com/jgonzales849,2025-10-25 05:48:41
850,eea4963b-cd65-4fd3-8adb-2938582e75de,4b3dd4f0-b652-4a2e-a4a1-8f2b7f1ca124,EMP000850,Security Analyst,11.8,Lead,"Java, Algorithms, Data Structures","AWS, Azure, GCP",PMP,Dean's List,1,0,0,12/31/2026,Private,LinkedIn,America/New_York,https://portfolio.example.com/john-grant-850,https://github.com/jgrant850,2025-10-25 05:48:41
851,e6870514-b2ff-44ad-9e9f-5ad56fd0acf8,463afc77-9bbc-42e9-ab48-81a860275054,EMP000851,Data Engineer,8.6,Senior,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Dean's List,0,1,1,11/13/2023,Private,Phone,America/Chicago,https://portfolio.example.com/felicia-carson-851,https://github.com/fcarson851,2025-10-25 05:48:41
852,aae2c707-4526-4892-903f-fa70c2443e85,63963c72-5f4c-4c16-98b8-0d16c225314f,EMP000852,Data Engineer,0.1,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",None,Dean's List,1,1,1,06/14/2022,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/cynthia-davis-852,https://github.com/cdavis852,2025-10-25 05:48:41
853,3414ba5c-a4d7-4a77-bb65-ae7f81ca02f6,f795e0cc-ee1b-4682-8081-2c6425aa1462,EMP000853,Product Analyst,10.8,Lead,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Volunteer Lead,0,1,0,12/14/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/amber-odonnell-853,https://github.com/aodonnell853,2025-10-25 05:48:41
854,bd9fb3b9-2ba2-47db-8a85-fe0cc559b8f9,f9350f39-3df1-4826-b6a9-eb633f74666e,EMP000854,Business Analyst,0.5,Early,"Power BI, Excel, Storytelling","Communication, Teamwork",None,Dean's List,0,1,0,04/14/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/john-freeman-854,https://github.com/jfreeman854,2025-10-25 05:48:41
855,f388d88d-66f0-4248-86ab-07b07fc4ea86,55cc684f-b682-41b1-b448-1f35b9f2bbe0,EMP000855,ML Engineer,1.1,Early,"Python, SQL, Statistics","DAX, Modeling, Dashboards",PMP,Hackathon Winner,0,0,0,10/14/2024,Private,Phone,America/Chicago,https://portfolio.example.com/julie-clark-855,https://github.com/jclark855,2025-10-25 05:48:41
856,2843bd1b-5b90-4dbf-9061-a9ba03f05320,2561feca-42b4-491b-9d53-03dfa22b228c,EMP000856,Security Analyst,4.1,Mid,"ETL, Databases, Cloud","AWS, Azure, GCP",None,Published Paper,0,1,1,11/15/2022,SLU-only,Email,America/Chicago,https://portfolio.example.com/justin-ramos-856,https://github.com/jramos856,2025-10-25 05:48:41
857,68816e5d-7ee4-4df8-8bab-127a802806e7,b1fa96ba-6351-4643-b37d-689a44f6373f,EMP000857,Business Analyst,9.4,Senior,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Azure Fundamentals,Volunteer Lead,0,0,1,08/15/2022,Private,LinkedIn,America/New_York,https://portfolio.example.com/marie-cook-857,https://github.com/mcook857,2025-10-25 05:48:41
858,50cd4ba2-808f-4a80-b0b1-9ba59109e074,39e3fc2b-4134-4ca4-8094-219d1ea6b11a,EMP000858,Business Analyst,4.9,Mid,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Azure Fundamentals,Volunteer Lead,1,1,1,07/14/2026,SLU-only,Phone,America/New_York,https://portfolio.example.com/timothy-martin-858,https://github.com/tmartin858,2025-10-25 05:48:41
859,69f0e817-ff64-4eee-b5bc-c547447ccb03,b96e143f-baac-41fc-9e6a-ac408f7b8648,EMP000859,Data Engineer,8.9,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",AWS CCP,Capstone Award,1,0,0,12/31/2026,Public,LinkedIn,America/Chicago,https://portfolio.example.com/benjamin-williams-859,https://github.com/bwilliams859,2025-10-25 05:48:41
860,1f9ff0e6-1fe8-4091-adf5-816bb99af8a6,132f6f02-c25a-4ac9-b1a7-e818a9513a58,EMP000860,QA Engineer,4.3,Mid,"Power BI, Excel, Storytelling","AWS, Azure, GCP",None,Published Paper,1,1,1,09/15/2025,Private,LinkedIn,America/New_York,https://portfolio.example.com/jeffery-williams-860,https://github.com/jwilliams860,2025-10-25 05:48:41
861,87f893c0-f311-47f7-bac6-4e3cce031529,c7824f27-4efb-4872-98ad-994010a91b31,EMP000861,Associate Consultant,7.9,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",PMP,Volunteer Lead,0,0,0,06/14/2024,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/joan-tucker-861,https://github.com/jtucker861,2025-10-25 05:48:41
