serial_no,student_id,slu_banner_id,first_name,last_name,preferred_name,slu_email,personal_email,phone_e164,program_name,college_name,concentration,start_term,grad_term,graduation_year,visa_status,opt_status,current_location_city,current_location_state,current_location_country,linkedin_url
827,426d8b6a-0457-4402-a6be-1c10d6f67005,B0100827,Paul,Pollard,Paul,ppollard.827@slu.edu,paul.pollard827@example.com,19662623294,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2023,Summer-2024,2024,PR,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-827
828,4fb5395c-c978-4387-96ce-bfd551253b1c,B0100828,Emily,Brooks,Paul,ebrooks.828@slu.edu,emily.brooks828@example.com,12112316129,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2020,Spring-2022,2022,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-828
829,e94929fa-07de-4bde-8796-f57e0f4f2d80,B0100829,Lori,Wood,Lori,lwood.829@slu.edu,lori.wood829@example.com,12797135051,MS Data Science,School of Science & Engineering,Big Data,Fall-2022,Summer-2024,2024,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-829
830,233aa837-da28-4b45-9e54-a5a38b928d06,B0100830,Douglas,Chambers,Douglas,dchambers.830@slu.edu,douglas.chambers830@example.com,17259349821,MS Information Technology,School of Science & Engineering,Networking,Spring-2022,Summer-2023,2023,H1B,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-830
831,250cb68d-254a-41dc-8b60-049beea581fa,B0100831,Michael,Rodgers,Michael,mrodgers.831@slu.edu,michael.rodgers831@example.com,19773531775,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2020,Spring-2022,2022,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-831
832,3747ad4d-d4fb-4d89-9f3e-a8ae7347e647,B0100832,Nathan,Smith,Michael,nsmith.832@slu.edu,nathan.smith832@example.com,15524749245,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2022,Summer-2024,2024,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-832
833,7b341773-5558-4c54-a653-7a8472ef57be,B0100833,Nancy,Martinez,Nancy,nmartinez.833@slu.edu,nancy.martinez833@example.com,13216759420,MS Information Technology,School of Science & Engineering,Networking,Spring-2020,Summer-2021,2021,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-833
834,12fe3d88-0152-4127-a159-47da985a918e,B0100834,Michael,Castillo,Michael,mcastillo.834@slu.edu,michael.castillo834@example.com,14755929412,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2020,Fall-2021,2021,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-834
835,a98a158a-b047-4f72-806d-677a150d5178,B0100835,Kelly,Brown,Kelly,kbrown.835@slu.edu,kelly.brown835@example.com,13405115735,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Spring-2022,2022,Other,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-835
836,4d671e9b-3548-4ebd-985e-4bbe09b602f1,B0100836,Patrick,Esparza,Kelly,pesparza.836@slu.edu,patrick.esparza836@example.com,12427144040,MS Information Technology,School of Science & Engineering,Networking,Fall-2021,Fall-2022,2022,Other,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-836
837,207d52a1-86dc-41af-a777-6d2af785a50d,B0100837,Alexandria,Barrett,Alexandria,abarrett.837@slu.edu,alexandria.barrett837@example.com,16329319120,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2021,Summer-2023,2023,Other,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-837
838,b68f36c8-d0f1-461a-8712-05410eec90fb,B0100838,Donald,Higgins,Donald,dhiggins.838@slu.edu,donald.higgins838@example.com,13392158991,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Summer-2021,2021,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-838
839,aea8a4d8-b201-48a7-b0ed-964a2dd23e9a,B0100839,Pamela,Moody,Pamela,pmoody.839@slu.edu,pamela.moody839@example.com,19928873486,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2023,Fall-2024,2024,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-839
840,97a61e4c-ea72-4d25-ad28-841676109c14,B0100840,Nicholas,Jimenez,Pamela,njimenez.840@slu.edu,nicholas.jimenez840@example.com,19355664901,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2022,Fall-2024,2024,H1B,None,Hyderabad,NY,India,https://www.linkedin.com/in/slu-student-840
841,75c81b20-a834-446a-939c-a8fd67313062,B0100841,Kevin,Riddle,Kevin,kriddle.841@slu.edu,kevin.riddle841@example.com,12569187159,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2023,Summer-2025,2025,Other,None,Bengaluru,NY,India,https://www.linkedin.com/in/slu-student-841
842,e886fb1e-cd3c-4e43-a0bf-05cacce2ee16,B0100842,Brett,Chang,Brett,bchang.842@slu.edu,brett.chang842@example.com,17857863588,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2020,Spring-2022,2022,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-842
843,6d7651e8-6179-43de-b4b3-9b8a9761bb65,B0100843,James,Schaefer,James,jschaefer.843@slu.edu,james.schaefer843@example.com,17424979448,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2021,Spring-2023,2023,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-843
844,12e7b4f6-ebd3-480b-8e7d-1610b7068b83,B0100844,Michael,Evans,James,mevans.844@slu.edu,michael.evans844@example.com,18227916867,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2024,Summer-2025,2025,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-844
845,b4647a50-9bec-4d55-b0cd-45bc2ad6956c,B0100845,Laura,Wilson,Laura,lwilson.845@slu.edu,laura.wilson845@example.com,14639068874,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2021,Summer-2023,2023,F1,STEM OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-845
846,9236d673-a1b0-4b90-9515-4b0f1f50c917,B0100846,Samantha,Garcia,Samantha,sgarcia.846@slu.edu,samantha.garcia846@example.com,17296082415,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2022,Fall-2024,2024,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-846
847,d0b3a724-0ad5-4070-bc06-8c5db556ae51,B0100847,Melissa,Wagner,Melissa,mwagner.847@slu.edu,melissa.wagner847@example.com,16533267567,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2021,Summer-2023,2023,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-847
848,bfc2389a-d1cc-446b-8a07-c07a6c6c4789,B0100848,Joshua,Williams,Melissa,jwilliams.848@slu.edu,joshua.williams848@example.com,18593741441,MS Information Technology,School of Science & Engineering,Networking,Fall-2022,Spring-2023,2023,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-848
849,465077f7-5bf7-4416-b417-3fc4b278636d,B0100849,Jessica,Gonzales,Jessica,jgonzales.849@slu.edu,jessica.gonzales849@example.com,17714936277,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2022,Spring-2023,2023,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-849
850,4b3dd4f0-b652-4a2e-a4a1-8f2b7f1ca124,B0100850,John,Grant,John,jgrant.850@slu.edu,john.grant850@example.com,19246447128,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2024,Summer-2026,2026,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-850
851,463afc77-9bbc-42e9-ab48-81a860275054,B0100851,Felicia,Carson,Felicia,fcarson.851@slu.edu,felicia.carson851@example.com,14459057188,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Spring-2023,2023,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-851
852,63963c72-5f4c-4c16-98b8-0d16c225314f,B0100852,Cynthia,Davis,Felicia,cdavis.852@slu.edu,cynthia.davis852@example.com,15393098362,MS Information Technology,School of Science & Engineering,Networking,Spring-2020,Spring-2021,2021,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-852
853,f795e0cc-ee1b-4682-8081-2c6425aa1462,B0100853,Amber,Odonnell,Amber,aodonnell.853@slu.edu,amber.odonnell853@example.com,15653265139,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2023,Summer-2025,2025,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-853
854,f9350f39-3df1-4826-b6a9-eb633f74666e,B0100854,John,Freeman,John,jfreeman.854@slu.edu,john.freeman854@example.com,12857315837,MS Data Science,School of Science & Engineering,Big Data,Fall-2023,Spring-2025,2025,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-854
855,55cc684f-b682-41b1-b448-1f35b9f2bbe0,B0100855,Julie,Clark,Julie,jclark.855@slu.edu,julie.clark855@example.com,16767443563,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2023,Spring-2024,2024,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-855
856,2561feca-42b4-491b-9d53-03dfa22b228c,B0100856,Justin,Ramos,Julie,jramos.856@slu.edu,justin.ramos856@example.com,18068216133,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Fall-2021,2021,PR,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-856
857,b1fa96ba-6351-4643-b37d-689a44f6373f,B0100857,Marie,Cook,Marie,mcook.857@slu.edu,marie.cook857@example.com,15363609075,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2020,Fall-2021,2021,Other,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-857
858,39e3fc2b-4134-4ca4-8094-219d1ea6b11a,B0100858,Timothy,Martin,Timothy,tmartin.858@slu.edu,timothy.martin858@example.com,14887367798,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2024,Spring-2025,2025,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-858
859,b96e143f-baac-41fc-9e6a-ac408f7b8648,B0100859,Benjamin,Williams,Benjamin,bwilliams.859@slu.edu,benjamin.williams859@example.com,18793965828,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2024,Summer-2025,2025,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-859
860,132f6f02-c25a-4ac9-b1a7-e818a9513a58,B0100860,Jeffery,Williams,Benjamin,jwilliams.860@slu.edu,jeffery.williams860@example.com,17428837479,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2022,Fall-2024,2024,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-860
861,c7824f27-4efb-4872-98ad-994010a91b31,B0100861,Joan,Tucker,Joan,jtucker.861@slu.edu,joan.tucker861@example.com,13533599062,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2021,Summer-2023,2023,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-861
862,f16a17ec-5ba7-4854-8679-85b648f0b615,B0100862,Michael,Gordon,Michael,mgordon.862@slu.edu,michael.gordon862@example.com,12617344739,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2021,Summer-2023,2023,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-862
863,2cf2555e-f166-4b99-98ee-f7da6b9a332f,B0100863,Kara,Nash,Kara,knash.863@slu.edu,kara.nash863@example.com,12872222428,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2022,Summer-2024,2024,PR,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-863
864,aa746a3c-5544-489f-b9d9-f54fc6765678,B0100864,Maria,Yates,Kara,myates.864@slu.edu,maria.yates864@example.com,16593595403,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2022,Spring-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-864
865,2a84a6ac-5eac-4ad7-a284-44534776395d,B0100865,Jose,Wilson,Jose,jwilson.865@slu.edu,jose.wilson865@example.com,12664781034,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2021,Summer-2022,2022,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-865
866,d12ef855-f22d-47e8-b5fc-3df0949c74fe,B0100866,Veronica,Flores,Veronica,vflores.866@slu.edu,veronica.flores866@example.com,17853553989,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2022,Summer-2023,2023,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-866
867,8e6ee242-87e0-478b-a7c0-1af6fa538176,B0100867,Stephen,Olson,Stephen,solson.867@slu.edu,stephen.olson867@example.com,19528536458,MBA,Chaifetz School of Business,Business Analytics,Fall-2024,Fall-2026,2026,F1,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-867
868,d3bfb1f8-aeda-4e10-8feb-d2d27ac52b21,B0100868,Paul,Castillo,Stephen,pcastillo.868@slu.edu,paul.castillo868@example.com,14068537514,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2020,Spring-2021,2021,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-868
869,11a1c904-c6bf-406e-9733-c13a7d925f1e,B0100869,Maria,Morse,Maria,mmorse.869@slu.edu,maria.morse869@example.com,18783058758,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2020,Summer-2021,2021,F1,OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-869
870,b0e0456c-b744-4533-b9fb-d375a891705e,B0100870,Cynthia,Hartman,Cynthia,chartman.870@slu.edu,cynthia.hartman870@example.com,14322429950,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Summer-2021,2021,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-870
871,f0f04977-cced-4a85-99c8-262f177862ad,B0100871,Victoria,Rivera,Victoria,vrivera.871@slu.edu,victoria.rivera871@example.com,16553325851,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2021,Summer-2022,2022,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-871
872,84535eb9-d23d-405f-a041-2dd1f702b373,B0100872,Kristin,Lee,Victoria,klee.872@slu.edu,kristin.lee872@example.com,13844824173,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Spring-2022,2022,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-872
873,fda712fb-64ff-47a3-b856-30fff6ad6b84,B0100873,Kelsey,Wolf,Kelsey,kwolf.873@slu.edu,kelsey.wolf873@example.com,18842356999,MS Information Technology,School of Science & Engineering,Networking,Summer-2020,Spring-2022,2022,Citizen,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-873
874,a0deafcd-54e7-41d2-8e38-0d958b0d21ac,B0100874,Ashley,Fuentes,Ashley,afuentes.874@slu.edu,ashley.fuentes874@example.com,13029744107,MBA,Chaifetz School of Business,Business Analytics,Fall-2022,Spring-2023,2023,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-874
875,89e75749-a08a-4190-a579-361a83e4bb1a,B0100875,Paula,Phillips,Paula,pphillips.875@slu.edu,paula.phillips875@example.com,16053384458,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2022,Spring-2023,2023,F1,STEM OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-875
876,53a2373e-7d32-42d1-a88f-ab30b40b13ba,B0100876,Jeffrey,Contreras,Paula,jcontreras.876@slu.edu,jeffrey.contreras876@example.com,17064694434,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2024,Summer-2025,2025,Other,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-876
877,9ad0d63d-bf8e-4d85-a1c2-0978189e2bc9,B0100877,Raymond,Morrison,Raymond,rmorrison.877@slu.edu,raymond.morrison877@example.com,17536538222,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Summer-2022,2022,F1,STEM OPT,Hyderabad,MO,India,https://www.linkedin.com/in/slu-student-877
878,8d622837-ed7d-46f4-91f6-25a60038ab53,B0100878,Michelle,Davis,Michelle,mdavis.878@slu.edu,michelle.davis878@example.com,13833913440,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2024,Spring-2026,2026,Citizen,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-878
879,3f956054-eeae-4746-8079-0d1669340856,B0100879,Wesley,Pruitt,Wesley,wpruitt.879@slu.edu,wesley.pruitt879@example.com,14264996189,MS Data Science,School of Science & Engineering,Big Data,Summer-2024,Spring-2026,2026,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-879
880,d08d564b-09ad-486e-a232-bb3d04bb8728,B0100880,Robin,Rivera,Wesley,rrivera.880@slu.edu,robin.rivera880@example.com,18099023635,MS Information Technology,School of Science & Engineering,Networking,Spring-2022,Spring-2024,2024,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-880
881,a6e5009e-7e34-48cb-9a76-44c584cbccd5,B0100881,Andrew,Lee,Andrew,alee.881@slu.edu,andrew.lee881@example.com,16142382935,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2021,Fall-2022,2022,F1,STEM OPT,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-881
882,c0122994-45da-4146-af4a-b89272c6357e,B0100882,Adrian,Wilkins,Adrian,awilkins.882@slu.edu,adrian.wilkins882@example.com,12544351737,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2021,Fall-2022,2022,F1,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-882
883,66642095-f50d-4031-b283-7fa5a9ea1650,B0100883,Tommy,Grant,Tommy,tgrant.883@slu.edu,tommy.grant883@example.com,18519726354,MBA,Chaifetz School of Business,Business Analytics,Summer-2024,Summer-2026,2026,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-883
884,2a058bde-a6d2-4da6-9037-3c262a7ecb91,B0100884,Joe,Gardner,Tommy,jgardner.884@slu.edu,joe.gardner884@example.com,19395185511,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2021,Summer-2023,2023,H1B,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-884
885,47d62cea-8338-4495-a333-f622670481ff,B0100885,Charles,Burton,Charles,cburton.885@slu.edu,charles.burton885@example.com,16725259066,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2023,Fall-2024,2024,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-885
886,2e526034-4a76-4411-a9ca-cfc78105b818,B0100886,Brian,Simmons,Brian,bsimmons.886@slu.edu,brian.simmons886@example.com,16497409237,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2022,Fall-2023,2023,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-886
887,54bdb18a-c10c-4943-bf40-873850710166,B0100887,Megan,Bryan,Megan,mbryan.887@slu.edu,megan.bryan887@example.com,19583047705,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2021,Summer-2022,2022,F1,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-887
888,e704ae82-b649-4361-aca1-18cf48923c0f,B0100888,Tracey,Henderson,Megan,thenderson.888@slu.edu,tracey.henderson888@example.com,17463329078,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Summer-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-888
889,ae03cf3d-8963-4f9f-b263-cbae2de6d180,B0100889,Robert,Flores,Robert,rflores.889@slu.edu,robert.flores889@example.com,16056886815,MS Information Technology,School of Science & Engineering,Networking,Spring-2021,Fall-2022,2022,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-889
890,8b2cb1ab-b1e6-4173-870d-dccc5a57dd23,B0100890,Scott,French,Scott,sfrench.890@slu.edu,scott.french890@example.com,13232021964,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Spring-2026,2026,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-890
891,123a3579-3e9b-4ffb-98a2-9f0910565889,B0100891,David,Gill,David,dgill.891@slu.edu,david.gill891@example.com,17187442001,MS Information Technology,School of Science & Engineering,Networking,Fall-2021,Spring-2022,2022,F1,OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-891
892,836caa1f-bdf9-451e-8c6a-6921e46207ce,B0100892,Calvin,Harvey,David,charvey.892@slu.edu,calvin.harvey892@example.com,14814712751,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2024,Fall-2026,2026,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-892
